battery_power,talk_time,clock_speed,dual_sim,int_memory,nr_cores,ram,mobile_dep,mobile_wei,screen_height,screen_width,px_height,px_width,touch_screen,three_g,four_g,wifi,bluetooth,primary_cam,front_cam,price_range
1540,2,0.7,Yes,60,7,1591,0.8,197,19,0,704,822,No,Yes,No,Yes,No,12,1,1
1425,9,0.6,No,33,3,3771,0.5,89,10,3,396,1648,No,Yes,Yes,Yes,Yes,2,0,3
506,15,1.6,No,41,1,2965,0.8,159,13,10,875,1025,No,Yes,Yes,No,No,7,6,2
1375,12,1.3,Yes,12,1,2890,0.1,105,17,1,898,1687,No,No,No,No,Yes,13,2,3
1986,17,0.5,Yes,39,7,3476,0.1,89,11,8,251,599,Yes,Yes,Yes,No,Yes,19,7,3
1038,12,1.2,No,43,1,3709,0.7,141,11,0,4,638,Yes,Yes,No,Yes,No,5,3,3
589,2,2.3,Yes,61,4,2113,0.6,160,13,7,429,815,No,Yes,No,Yes,Yes,10,1,1
765,19,2.5,No,44,8,2256,0.3,88,6,1,1364,1851,Yes,No,No,Yes,Yes,11,3,2
1413,15,0.5,Yes,45,5,2973,0.4,104,17,8,1949,1994,No,Yes,Yes,Yes,Yes,6,4,3
1524,9,2.5,Yes,41,4,1936,1,96,7,0,184,740,Yes,Yes,Yes,Yes,No,20,11,1
565,6,0.6,Yes,50,2,2156,0.1,158,13,6,543,703,Yes,Yes,No,Yes,No,8,1,1
1717,5,1.3,No,62,1,3226,0.7,130,6,4,609,810,Yes,No,No,No,Yes,3,1,3
718,12,1.6,Yes,30,3,1601,0.4,93,10,9,662,997,Yes,Yes,Yes,Yes,Yes,12,1,1
1172,5,2.1,Yes,41,3,1107,0.1,95,7,3,1314,1884,No,No,No,No,Yes,7,4,1
1617,7,2.4,No,36,1,296,0.8,85,5,3,743,1426,No,Yes,Yes,No,Yes,9,8,0
1250,14,1.4,No,44,7,1882,0.2,182,14,1,703,1011,No,No,No,No,Yes,20,8,1
1066,6,0.6,No,7,7,468,0.9,114,19,13,1242,1571,Yes,Yes,Yes,No,No,18,2,0
1537,2,2.9,No,46,4,2857,0.8,158,17,14,686,1305,Yes,Yes,Yes,Yes,No,17,11,3
600,8,0.5,No,48,3,3393,0.8,191,12,7,501,1465,No,Yes,No,No,No,7,1,2
999,11,2.6,Yes,56,4,3083,1,165,8,4,342,1641,Yes,Yes,Yes,Yes,No,13,11,2
688,8,2.5,No,40,5,1382,0.2,109,12,7,376,1957,Yes,No,No,No,Yes,20,9,1
1614,11,1.2,No,9,3,1832,0.1,161,15,8,173,1219,No,Yes,Yes,No,No,2,1,1
777,7,2.6,No,30,5,3886,0.9,148,14,10,189,1143,No,Yes,No,No,Yes,17,3,3
717,20,1.1,Yes,14,8,629,0.1,99,16,15,1878,1981,No,Yes,Yes,No,No,6,2,0
577,19,2.4,No,37,6,814,0.9,161,11,7,1087,1450,Yes,Yes,Yes,Yes,No,20,8,0
994,20,2.8,Yes,56,3,3190,0.5,173,5,2,491,530,Yes,Yes,No,Yes,Yes,3,0,2
854,2,1,No,17,4,3115,0.9,101,7,0,730,1148,No,Yes,Yes,No,No,9,5,2
1527,11,2.7,No,60,5,2078,0.1,154,5,3,526,1116,Yes,Yes,Yes,Yes,No,14,10,2
1824,5,0.8,No,19,2,2381,0.9,143,14,1,1055,1738,No,Yes,Yes,No,Yes,5,4,2
1191,8,2.4,Yes,13,1,1028,0.9,169,14,6,179,1813,Yes,Yes,No,Yes,No,7,2,0
1253,4,0.5,Yes,5,2,1878,0.2,152,15,0,685,714,Yes,Yes,Yes,No,Yes,19,5,1
987,20,1.3,Yes,61,3,3963,0.4,107,9,4,581,820,No,Yes,Yes,Yes,No,9,0,3
727,16,2.5,Yes,64,1,3654,0.2,193,9,1,664,711,Yes,Yes,Yes,No,Yes,9,0,3
1702,19,2.3,Yes,47,2,595,0.6,107,10,0,1284,1643,No,Yes,Yes,Yes,Yes,19,12,1
1653,18,0.5,Yes,37,4,3955,0.9,176,19,4,447,1785,Yes,Yes,Yes,Yes,No,6,2,3
657,18,2.5,No,37,2,1412,0.7,141,14,3,476,961,Yes,No,No,No,No,1,0,0
1097,9,2.1,Yes,64,3,1725,0.2,161,14,5,419,1914,No,Yes,No,Yes,No,8,6,1
932,19,0.5,No,60,4,1459,0.7,104,6,1,268,1078,Yes,Yes,Yes,No,Yes,2,1,0
840,6,1.2,Yes,15,6,2636,0.3,178,12,2,526,1728,Yes,Yes,Yes,No,No,8,5,2
1589,16,2.5,No,51,1,2612,0.8,195,8,2,810,1743,No,Yes,Yes,No,No,18,5,2
759,2,2.5,No,39,2,968,0.3,162,6,2,110,1317,No,Yes,Yes,No,No,8,3,0
579,11,2.5,No,7,8,2908,1,89,12,4,808,1517,No,No,No,Yes,Yes,10,3,2
1193,2,2.3,No,20,7,1958,1,158,7,5,1442,1904,No,Yes,No,No,Yes,13,7,2
1588,17,0.5,No,61,1,3272,0.8,159,18,0,1064,1594,Yes,Yes,Yes,No,No,13,0,3
1271,14,0.5,No,32,7,445,0.1,113,15,14,1350,1949,No,No,No,Yes,Yes,15,12,0
902,15,0.6,Yes,63,5,3654,0.7,122,18,8,364,1360,Yes,No,No,Yes,Yes,14,0,3
1733,9,2.8,No,36,6,3576,1,119,17,16,357,527,No,Yes,Yes,No,Yes,20,3,3
1095,8,2.6,Yes,44,4,3209,0.7,103,13,11,838,1066,Yes,Yes,Yes,Yes,Yes,5,0,3
636,3,0.5,No,28,2,2927,0.9,152,15,6,148,742,No,Yes,Yes,No,No,15,8,2
768,16,0.9,No,56,1,952,0.1,113,19,3,418,515,No,Yes,Yes,Yes,Yes,20,16,0
880,6,2,Yes,50,7,827,0.5,194,15,9,1116,1381,No,Yes,Yes,Yes,No,3,1,0
1991,17,2.8,No,15,1,1861,0.1,181,8,5,298,1037,Yes,Yes,Yes,Yes,No,13,3,1
1671,7,0.6,Yes,61,2,2336,0.1,129,10,4,263,848,No,Yes,Yes,No,No,11,7,2
1373,7,1.9,Yes,29,6,2752,0.9,141,15,2,1220,1348,Yes,Yes,Yes,Yes,Yes,12,1,3
1748,9,0.5,Yes,53,4,2633,0.5,114,16,0,718,1109,No,Yes,Yes,No,Yes,20,11,2
571,11,2,Yes,58,6,555,0.6,101,19,10,31,1536,No,Yes,Yes,Yes,Yes,11,5,0
1834,16,2.1,No,40,4,3692,0.1,99,13,0,0,1987,Yes,Yes,Yes,No,No,11,7,3
1043,6,0.5,No,42,3,912,0.1,111,16,9,716,1626,Yes,No,No,No,Yes,8,7,0
772,4,2.4,Yes,10,4,3242,0.5,80,18,11,1242,1712,Yes,Yes,Yes,No,Yes,2,1,3
1362,5,2.9,No,47,6,3629,0.5,186,19,17,600,1042,Yes,No,No,Yes,Yes,4,0,3
1260,10,2,Yes,23,7,2208,0.2,123,12,11,905,1313,No,Yes,Yes,Yes,Yes,10,2,2
1726,13,0.9,Yes,51,4,2239,0.6,193,13,9,379,1223,No,Yes,No,Yes,Yes,3,2,2
586,11,0.5,Yes,57,2,3646,0.3,188,15,4,1226,1389,Yes,Yes,No,Yes,No,5,1,3
972,19,2.7,Yes,5,4,3035,1,126,12,7,687,816,No,Yes,No,Yes,Yes,2,1,2
560,11,0.5,Yes,50,2,2150,0.3,159,18,12,1448,1613,Yes,Yes,No,No,No,20,15,2
1266,18,0.5,No,5,6,1687,0.1,95,11,0,1365,1698,No,Yes,Yes,No,No,9,0,2
582,20,0.5,No,32,3,2977,0.7,107,6,1,1043,1702,Yes,No,No,Yes,No,11,8,2
1127,17,2.9,Yes,57,1,2048,0.8,163,11,5,928,1049,Yes,Yes,Yes,Yes,Yes,13,5,1
712,4,0.5,Yes,35,2,2190,0.2,84,16,12,558,1208,Yes,Yes,Yes,Yes,Yes,10,3,1
875,15,0.7,Yes,30,8,702,0.7,146,19,15,469,853,Yes,Yes,No,Yes,Yes,8,1,0
771,6,2.9,No,62,1,1628,0.7,106,9,3,1709,1781,Yes,No,No,No,No,8,2,1
728,5,1.7,Yes,5,2,834,0.6,101,16,0,584,775,Yes,Yes,Yes,No,No,20,0,0
1469,3,2.1,No,8,7,1052,0.7,123,8,1,398,1133,Yes,No,No,No,No,0,0,0
904,3,1.6,Yes,14,8,1846,0.2,102,7,0,56,760,No,Yes,Yes,Yes,No,9,5,1
1156,13,0.5,No,61,7,1796,0.1,89,16,6,1214,1262,Yes,No,No,Yes,No,9,6,1
1398,11,1.6,Yes,26,1,3488,0.8,150,14,3,755,1284,Yes,Yes,Yes,No,No,12,8,3
516,10,1.1,Yes,39,5,819,0.4,91,8,0,855,1401,Yes,Yes,Yes,Yes,No,7,0,0
635,12,0.6,Yes,50,5,2107,0.3,97,13,12,193,989,No,Yes,Yes,No,Yes,13,1,1
808,12,0.5,Yes,8,4,3762,0.1,192,15,9,618,1891,No,Yes,No,Yes,No,1,0,3
680,17,2.1,Yes,9,3,2438,0.1,131,14,2,1428,1500,No,Yes,Yes,No,Yes,11,9,2
1804,20,0.5,No,22,7,3472,0.6,153,9,1,1158,1244,No,Yes,Yes,Yes,No,19,9,3
1973,3,2.4,Yes,46,4,639,0.1,193,6,0,699,851,No,No,No,Yes,Yes,10,6,0
950,4,0.5,No,55,8,1305,0.1,124,6,5,86,1681,No,Yes,Yes,Yes,No,7,6,0
869,11,1.3,Yes,34,2,3864,0.1,104,13,3,478,539,No,Yes,No,No,No,4,3,3
622,4,1.9,Yes,11,8,3183,0.8,193,5,0,760,1964,Yes,Yes,No,Yes,Yes,14,12,2
826,18,2.4,Yes,58,4,2863,0.3,88,9,3,179,786,No,Yes,Yes,Yes,Yes,1,0,2
1918,6,2.8,No,22,1,1369,0.3,139,9,6,381,1203,Yes,No,No,Yes,No,5,1,1
1225,11,2.1,Yes,13,4,3836,0.5,116,12,11,759,1404,No,No,No,No,Yes,12,8,3
1486,15,2.6,No,52,4,297,0.1,85,13,1,1430,1747,Yes,No,No,No,No,15,7,0
1719,11,2.1,Yes,52,3,2610,0.1,187,10,1,417,520,Yes,Yes,No,Yes,Yes,1,0,2
544,17,0.5,Yes,7,5,1675,0.2,129,13,4,227,610,Yes,Yes,Yes,No,Yes,15,2,0
535,4,1.9,No,24,8,524,0.2,190,9,3,398,1775,No,No,No,No,No,19,5,0
1928,15,2.6,No,5,5,696,0.8,162,14,12,229,1004,Yes,Yes,No,Yes,No,16,5,0
1551,4,1.1,No,51,5,3844,0.1,88,11,8,1738,1995,Yes,No,No,No,No,6,4,3
742,7,2.3,No,21,8,331,0.7,104,11,8,875,925,No,Yes,No,No,Yes,1,0,0
728,16,2.3,Yes,23,4,457,0.8,111,17,10,126,817,Yes,Yes,No,Yes,No,5,4,0
986,18,0.8,No,28,4,1149,0.8,182,8,7,199,679,Yes,Yes,Yes,No,Yes,20,13,0
1432,10,1.7,Yes,39,4,504,0.3,164,14,4,209,947,Yes,Yes,Yes,No,Yes,18,6,0
1824,19,1.9,Yes,2,1,3958,0.7,103,12,2,50,1105,Yes,Yes,Yes,No,Yes,14,9,3
1369,4,1.7,Yes,28,1,3206,0.6,108,16,15,1451,1469,No,No,No,No,Yes,18,3,3
675,13,2.3,No,60,5,1735,0.9,144,7,0,192,757,No,Yes,No,Yes,No,15,10,0
545,19,0.5,No,11,3,616,0.3,131,15,6,381,1452,Yes,Yes,Yes,Yes,No,1,0,0
1273,13,0.7,No,23,6,558,0.6,178,8,5,485,1399,No,Yes,No,No,Yes,14,1,0
979,14,0.5,Yes,5,7,3449,0.5,164,5,2,793,1670,No,Yes,Yes,No,No,2,0,3
1811,8,2.5,No,5,4,2700,0.6,98,13,7,447,568,Yes,Yes,Yes,Yes,Yes,16,4,2
1698,17,2.8,No,7,8,2992,0.8,131,15,3,26,508,Yes,Yes,Yes,No,No,12,10,2
1799,11,0.5,No,49,4,720,0.4,107,12,2,632,1383,Yes,Yes,No,Yes,Yes,2,0,0
1883,20,0.5,No,10,6,2600,0.3,146,16,8,836,1739,No,Yes,Yes,No,Yes,13,3,3
1681,20,2.5,Yes,18,1,2265,0.3,167,5,3,850,1005,Yes,Yes,No,Yes,Yes,7,6,2
1445,13,2.4,Yes,20,7,1441,0.4,173,7,4,1273,1345,Yes,Yes,Yes,Yes,Yes,15,7,1
1890,15,1.1,No,48,4,2392,0.5,127,10,4,1438,1832,No,Yes,Yes,Yes,No,5,4,3
1880,7,1.8,No,18,3,3333,0.7,138,17,15,71,699,No,Yes,Yes,No,Yes,5,4,3
1564,13,1.4,No,26,6,3742,0.1,129,13,3,117,1115,Yes,Yes,Yes,No,No,16,5,3
1370,11,1.4,No,6,6,3703,0.2,158,13,10,1392,1783,Yes,Yes,Yes,No,No,8,5,3
713,4,1.6,No,2,8,485,0.4,181,10,6,1211,1378,Yes,Yes,Yes,Yes,Yes,9,7,0
1589,18,1.4,No,26,8,3970,0.1,100,16,8,1673,1759,No,Yes,Yes,Yes,Yes,16,3,3
1203,19,0.5,Yes,11,2,1672,0.9,109,17,13,35,510,Yes,Yes,Yes,No,Yes,12,0,0
1318,2,1.9,Yes,11,2,1780,0.8,188,12,10,688,1591,No,Yes,Yes,No,No,15,0,1
1031,16,2.1,Yes,11,2,2385,0.1,121,11,7,532,1247,No,Yes,Yes,No,Yes,9,2,2
1869,19,2.6,No,30,1,1375,0.4,152,15,3,163,874,No,Yes,Yes,No,No,13,0,1
1061,9,2.1,No,52,7,999,0.1,109,16,12,138,1330,Yes,Yes,Yes,No,Yes,4,3,0
797,14,1.5,Yes,18,8,2052,0.6,81,9,3,888,1466,Yes,Yes,No,Yes,Yes,20,4,1
1972,17,1.2,Yes,37,2,2870,0.7,102,16,0,715,1648,No,No,No,No,No,1,0,3
668,4,2.3,No,48,1,1201,0.3,114,14,12,195,1292,Yes,Yes,Yes,No,No,19,2,0
930,9,2.1,Yes,54,1,1743,0.9,80,7,1,1569,1763,Yes,No,No,No,No,13,0,2
1485,8,2.8,No,44,4,3271,0.1,138,14,12,341,774,Yes,Yes,Yes,No,No,14,3,3
1745,2,2.9,No,3,3,1308,0.9,105,5,0,426,1629,Yes,Yes,Yes,No,No,0,0,1
1101,19,1.8,No,31,2,2196,0.2,148,12,6,387,1269,Yes,No,No,Yes,No,7,0,1
1090,11,2.3,No,8,8,3839,0.6,128,17,3,1217,1670,No,Yes,Yes,Yes,Yes,8,1,3
1564,7,1.5,Yes,42,2,3376,0.7,108,7,0,1619,1962,Yes,No,No,No,No,2,1,3
1830,19,0.5,No,14,6,1905,0.8,160,16,3,773,1353,Yes,Yes,No,Yes,Yes,6,5,2
1603,11,0.5,Yes,17,2,1637,0.5,114,17,3,430,1207,No,Yes,Yes,Yes,Yes,8,1,1
508,7,0.8,No,42,1,663,0.3,94,13,12,39,557,No,Yes,Yes,No,No,8,7,0
1397,4,2.4,Yes,3,3,1378,0.2,121,18,15,433,1658,Yes,Yes,Yes,Yes,No,15,5,1
1842,4,2.2,Yes,56,4,3721,0.4,179,16,11,783,1227,Yes,No,No,Yes,Yes,10,7,3
763,8,1.7,Yes,2,8,1050,0.5,92,6,4,1028,1186,Yes,Yes,Yes,No,No,14,8,0
1062,9,1.5,No,45,3,911,0.2,151,14,2,798,1435,No,No,No,No,No,4,3,0
1422,3,1,No,3,1,509,0.1,112,19,1,1,926,Yes,Yes,No,Yes,No,17,15,0
1897,3,3,No,21,8,273,0.5,192,17,6,1311,1935,Yes,Yes,Yes,Yes,No,2,1,0
1843,15,1.8,Yes,16,6,3213,0.7,134,15,14,118,580,Yes,Yes,Yes,No,Yes,18,13,3
530,2,2.6,No,40,6,1229,0.9,118,16,11,818,1090,Yes,No,No,No,Yes,2,1,0
1790,20,2.5,Yes,2,1,1366,0.1,184,7,0,622,792,Yes,Yes,No,Yes,No,14,9,1
503,16,2.5,No,57,6,305,0.6,185,11,8,778,1291,No,No,No,Yes,No,11,3,0
1170,20,0.9,No,14,2,715,0.4,199,18,5,474,709,No,Yes,Yes,Yes,Yes,13,6,0
1368,14,0.5,No,42,1,1590,0.2,91,12,0,907,925,No,Yes,Yes,No,No,20,10,1
1283,6,0.7,Yes,27,4,3957,0.2,80,17,15,1135,1923,No,Yes,Yes,No,Yes,6,0,3
1018,20,2.2,No,16,8,3143,0.6,153,17,12,992,1433,Yes,No,No,No,No,10,8,3
1638,9,1,No,2,1,2299,0.2,189,19,9,440,563,Yes,Yes,No,Yes,No,11,6,2
1194,19,2.3,No,34,2,313,0.2,165,15,1,494,509,Yes,Yes,Yes,No,No,12,6,0
1395,13,1.8,Yes,23,3,2571,0.1,111,11,0,213,705,No,Yes,No,Yes,No,1,0,2
1039,7,0.6,No,6,6,3212,0.1,136,15,7,62,544,No,Yes,Yes,Yes,No,8,5,2
580,8,2.1,Yes,24,4,3565,0.4,135,12,11,404,898,No,Yes,No,Yes,Yes,5,0,2
1720,2,1.6,No,2,5,2522,0.8,188,10,5,334,896,No,Yes,Yes,Yes,No,20,18,2
1663,15,0.5,No,40,4,1336,0.6,147,8,5,951,1545,No,Yes,No,No,Yes,15,0,1
1855,7,0.5,No,32,8,3933,0.6,187,7,0,267,1161,No,Yes,No,Yes,No,18,5,3
950,13,0.5,No,55,5,1095,0.1,156,14,12,774,843,Yes,No,No,No,Yes,10,9,0
1288,10,0.5,Yes,61,6,1882,0.2,115,16,6,988,1503,No,Yes,Yes,Yes,No,6,3,2
1583,2,2.1,Yes,14,7,1704,0.7,148,17,13,942,1651,No,Yes,No,Yes,Yes,16,11,2
965,10,1.5,Yes,13,2,1138,1,109,9,8,130,998,Yes,No,No,No,Yes,14,5,0
1426,5,1.6,No,12,5,1277,0.7,174,14,9,1573,1694,No,Yes,Yes,No,No,16,4,1
614,12,0.7,No,51,7,2854,0.1,178,10,7,1012,1040,No,Yes,Yes,Yes,Yes,7,4,2
1571,4,2.9,No,30,7,586,0.9,150,10,9,805,956,Yes,No,No,Yes,No,3,1,0
1391,14,1.4,No,36,1,3139,0.8,182,14,7,14,1256,Yes,Yes,Yes,No,No,6,2,2
511,4,0.9,Yes,24,3,2378,0.6,136,18,3,367,1264,No,Yes,Yes,No,No,18,15,1
771,10,0.5,Yes,33,3,920,0.1,157,16,2,776,1247,Yes,Yes,Yes,Yes,Yes,17,0,0
1896,18,0.5,Yes,7,2,3684,0.4,141,9,7,447,794,No,Yes,Yes,No,No,13,8,3
1620,13,2.6,Yes,5,6,1086,0.9,186,18,14,434,1339,No,Yes,No,No,No,18,6,1
618,4,0.6,No,16,1,2262,0.2,143,16,15,1105,1602,Yes,No,No,No,No,14,8,2
1986,13,0.5,No,51,3,3165,0.4,95,5,0,342,774,No,Yes,No,No,No,9,7,3
534,18,2.5,No,21,7,2706,0.3,164,7,5,347,1477,Yes,Yes,Yes,No,Yes,9,1,2
609,15,3,No,44,1,2581,0.3,117,15,11,58,1253,No,Yes,Yes,Yes,Yes,16,15,1
1517,12,2.5,No,8,4,2738,0.8,169,18,16,570,1645,No,Yes,Yes,No,No,18,2,2
803,12,0.8,Yes,18,4,2801,0.3,106,18,15,627,935,Yes,No,No,No,No,1,0,2
1852,11,1.4,No,10,1,3970,0.7,196,13,1,580,1163,No,Yes,Yes,Yes,No,18,4,3
712,10,2.5,Yes,49,6,401,0.6,99,5,0,1131,1743,No,Yes,No,Yes,No,3,1,0
1876,16,0.5,No,40,6,2513,0.3,86,10,8,546,1564,Yes,Yes,Yes,No,No,14,10,3
893,6,2.5,Yes,55,2,2986,0.6,183,7,1,417,946,Yes,No,No,Yes,No,1,0,2
1923,16,1,Yes,14,4,2519,0.9,154,13,0,15,525,No,Yes,Yes,Yes,No,6,5,2
1859,10,0.5,Yes,22,1,1067,0.7,164,17,1,1004,1654,No,Yes,No,No,No,7,3,1
1261,14,0.5,Yes,11,4,348,0.2,90,14,9,858,1591,No,Yes,Yes,Yes,Yes,0,0,0
1452,13,0.5,Yes,25,6,2669,0.9,123,12,10,42,1040,No,Yes,Yes,No,Yes,11,1,2
714,10,0.5,No,30,4,2302,0.3,145,12,10,643,1527,Yes,No,No,Yes,Yes,2,1,1
658,20,2.7,No,12,7,3587,0.9,103,14,11,1156,1750,No,Yes,Yes,No,Yes,3,0,3
942,13,1.4,Yes,27,4,587,0.5,91,6,3,754,1532,Yes,No,No,Yes,No,9,8,0
1464,15,0.5,Yes,12,2,3927,0.9,117,5,3,854,1168,Yes,No,No,Yes,Yes,14,11,3
1835,14,2.3,No,11,7,448,0.1,193,18,17,385,583,No,Yes,Yes,No,Yes,13,4,0
1106,9,1.9,No,54,3,2674,0.7,107,9,3,614,1212,No,Yes,No,Yes,Yes,9,4,2
1766,17,0.5,Yes,16,5,3314,0.6,141,9,7,125,1227,No,No,No,Yes,Yes,7,1,3
1936,3,1.3,No,44,3,1400,0.1,139,17,7,570,1021,No,No,No,Yes,No,3,2,1
1604,12,1.7,No,33,8,916,1,191,13,10,134,939,Yes,No,No,Yes,Yes,5,2,0
1164,17,2.6,Yes,61,1,3859,0.3,88,11,10,1107,1656,Yes,No,No,No,Yes,6,0,3
961,7,1.4,Yes,57,8,2782,0.6,114,18,9,291,1434,Yes,Yes,Yes,Yes,Yes,3,0,2
1126,13,0.7,No,49,8,3739,0.9,165,14,1,114,1726,No,Yes,No,No,No,17,3,3
713,13,1.4,Yes,53,1,1462,0.8,98,19,18,123,1477,No,Yes,No,Yes,No,17,4,0
984,16,0.5,Yes,9,3,841,0.8,140,18,15,531,707,No,Yes,Yes,No,No,20,3,0
1404,5,2.1,No,44,1,1196,0.9,151,10,6,1703,1880,No,No,No,Yes,No,20,16,1
1068,12,0.5,Yes,19,8,1209,0.9,197,19,12,322,875,Yes,Yes,Yes,No,No,9,0,0
1396,8,1.5,Yes,44,6,1386,0.1,118,7,1,173,1843,Yes,Yes,Yes,Yes,No,1,0,1
1960,6,2.1,No,7,7,3773,0.2,165,11,9,868,877,Yes,No,No,Yes,Yes,9,1,3
574,2,2,Yes,26,6,1303,0.5,118,8,4,382,1364,No,Yes,Yes,Yes,Yes,2,0,0
1954,5,0.5,Yes,24,4,700,0.8,187,16,3,512,1149,Yes,Yes,No,Yes,No,0,0,0
618,7,1,No,13,4,1424,0.1,80,15,12,591,724,Yes,Yes,Yes,No,Yes,15,9,0
802,4,0.5,Yes,43,5,3063,0.6,153,17,13,527,734,Yes,No,No,No,No,6,3,2
1634,6,1.4,No,17,2,3031,0.2,200,11,6,964,1677,Yes,Yes,Yes,Yes,Yes,5,1,3
1660,14,0.6,No,24,2,2402,0.8,169,12,10,223,1777,Yes,Yes,Yes,Yes,No,3,2,2
1197,14,0.5,Yes,20,5,2885,0.1,129,19,7,214,1710,Yes,Yes,No,Yes,Yes,10,9,2
1178,10,2.2,Yes,57,3,2492,0.3,84,16,14,96,1352,Yes,Yes,No,No,No,17,6,2
818,3,0.5,Yes,23,5,2518,0.2,192,19,12,586,1552,Yes,Yes,Yes,No,No,17,2,2
1970,2,1.6,Yes,58,8,2372,0.3,80,14,12,654,882,Yes,Yes,Yes,No,No,19,11,2
1218,5,1.8,Yes,14,3,398,0.5,147,17,0,229,616,No,Yes,Yes,No,No,4,1,0
1611,9,0.5,Yes,3,3,1595,0.6,98,8,4,303,714,No,Yes,No,Yes,Yes,14,11,1
1185,3,1.9,No,31,8,2447,0.4,152,16,2,837,1642,Yes,Yes,No,Yes,No,7,0,2
574,10,2.8,Yes,38,6,3269,0.1,90,8,7,286,1171,Yes,No,No,No,No,17,16,2
1314,18,2.8,Yes,5,4,3411,1,87,17,16,82,512,No,Yes,Yes,No,Yes,18,13,3
1317,5,1.8,Yes,43,5,3436,0.5,113,16,13,179,613,Yes,No,No,Yes,No,3,2,3
1068,9,2.7,Yes,45,5,1754,0.6,194,17,7,935,1499,No,Yes,Yes,Yes,No,1,0,1
1778,13,0.5,No,23,6,3941,0.5,101,19,6,1028,1445,No,Yes,Yes,No,No,11,0,3
1559,3,1.6,Yes,6,6,3352,0.5,162,9,1,179,1559,Yes,Yes,Yes,Yes,Yes,17,6,3
1347,13,1.5,Yes,56,1,2456,0.3,95,13,0,398,1528,Yes,Yes,No,Yes,No,19,10,2
858,3,2.2,No,50,1,3978,0.1,84,17,16,528,1416,Yes,Yes,No,No,No,2,1,3
600,7,1.8,No,6,2,3495,0.8,199,17,4,486,1032,Yes,Yes,Yes,No,Yes,15,9,2
1802,3,2.7,Yes,10,7,696,0.6,101,14,7,253,590,Yes,Yes,Yes,No,No,9,0,0
564,15,1.8,Yes,51,3,1074,0.5,168,14,8,912,1980,Yes,Yes,Yes,No,No,1,0,0
1166,7,0.5,No,59,1,3887,0.5,80,8,6,437,638,No,Yes,No,Yes,Yes,11,7,3
1588,11,2.5,No,4,5,2506,0.3,148,5,3,146,822,No,Yes,Yes,No,Yes,20,12,2
563,15,2,Yes,47,7,3012,0.3,115,14,4,211,684,No,Yes,No,No,No,12,3,2
1959,8,0.5,Yes,18,6,619,0.7,191,7,4,65,1055,Yes,Yes,No,Yes,No,20,5,0
584,4,1.8,No,19,3,465,0.3,168,12,8,1123,1622,Yes,Yes,Yes,No,Yes,0,0,0
1837,15,0.5,No,36,4,770,0.9,162,14,1,786,872,No,No,No,Yes,No,20,9,0
1263,17,0.5,No,64,5,1183,0.3,175,14,3,178,1883,No,No,No,Yes,No,18,12,1
1945,20,1.2,No,26,6,3322,0.7,112,18,7,1064,1540,No,No,No,Yes,No,5,3,3
1729,5,2.1,Yes,12,1,1519,0.9,186,9,4,461,1178,No,Yes,No,Yes,Yes,6,1,1
1330,8,0.9,No,52,4,3269,0.8,84,19,6,462,1304,Yes,Yes,Yes,No,No,12,6,3
1072,16,2.2,Yes,19,8,2715,0.4,114,15,9,380,877,Yes,No,No,No,Yes,16,6,2
1448,2,0.5,Yes,45,7,3378,0.8,138,13,11,570,1724,Yes,Yes,Yes,Yes,Yes,11,6,3
1330,4,1.1,No,37,7,2166,0.7,126,10,1,1103,1637,No,Yes,No,No,No,20,11,2
1234,19,1.7,Yes,17,6,3351,0.9,174,12,9,209,725,No,No,No,Yes,No,15,8,2
1821,15,1.2,No,44,2,1411,0.6,141,8,2,1208,1212,Yes,Yes,Yes,No,Yes,14,13,1
1657,14,2.4,No,42,5,2597,0.1,198,18,1,1770,1796,No,Yes,No,No,Yes,16,3,3
1083,6,2.9,Yes,39,8,3248,1,173,8,6,523,542,No,Yes,Yes,Yes,Yes,2,1,2
1448,6,1.4,Yes,26,3,1175,1,156,12,9,1792,1850,Yes,No,No,No,No,16,13,1
1923,3,0.5,Yes,46,1,1489,0.5,191,10,9,767,1759,Yes,Yes,No,Yes,No,10,7,1
1610,9,2.9,No,64,4,941,0.9,181,8,4,1236,1280,Yes,Yes,Yes,No,Yes,12,7,1
871,17,0.6,No,52,3,437,0.1,178,14,7,194,1437,No,Yes,No,No,No,3,2,0
1108,4,1.3,Yes,2,7,1229,0.3,169,5,3,208,1742,Yes,Yes,Yes,No,Yes,20,14,0
854,11,0.5,No,30,8,2889,0.5,125,5,2,518,1152,No,No,No,Yes,No,5,2,2
1005,20,0.5,No,46,8,3884,0.4,133,17,0,176,1556,Yes,No,No,Yes,No,17,0,3
999,8,1.7,No,49,1,1598,0.6,132,7,0,608,1970,Yes,No,No,No,No,17,6,1
587,7,2.5,No,51,1,2746,0.6,111,10,4,244,1361,No,Yes,Yes,Yes,Yes,17,16,2
1800,8,0.7,No,8,7,3481,0.4,100,10,8,400,823,No,Yes,Yes,Yes,Yes,6,2,3
1312,14,0.5,Yes,28,2,1087,0.8,163,17,16,1233,1854,No,Yes,Yes,No,No,0,0,1
908,7,2.1,No,44,5,3518,0.6,95,16,12,154,941,Yes,Yes,No,Yes,No,2,1,3
1874,17,0.6,No,19,2,1218,0.8,192,15,10,1238,1418,Yes,No,No,No,Yes,9,1,1
1075,7,0.5,Yes,11,1,3927,0.2,122,8,3,271,1769,No,Yes,No,No,No,16,2,3
